"문제번호","과목코드","과목명","대단원번호","대단원명","중단원번호","중단원명","섹션번호","섹션명","키워드","유형","난이도","배점","문제내용","보기1","보기2","보기3","보기4","정답","해설"
"300","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ad","","어떤 볼록 렌즈로 물체를 본 결과 ""도립·확대·실상""이 보였다. 이 물체의 위치로 옳은 것은?","2f 바깥","정확히 2f 위치","f와 2f 사이","초점 안쪽","3","""도립 확대 실상""이 나타나는 위치는 f와 2f 사이입니다. (영사기·OHP 원리)"
"301","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","빛의 '에너지'와 '세기'에 대한 설명으로 옳은 것은?","빛의 에너지가 클수록 항상 빛의 세기도 크다.","빛의 세기가 셀수록 한 광자의 에너지가 크다.","빛의 색(파장)에 따라 세기가 결정된다.","빛의 에너지는 진동수에 의해 결정되고, 빛의 세기는 단위 시간 동안 들어가는 에너지의 총량으로 결정된다.","4","빛의 에너지(E = hf)는 진동수에 의해 결정됩니다. 한편 빛의 세기는 단위 시간당 들어가는 에너지의 총량 — 즉 광자의 개수가 많으면 ""센 빛""입니다. 두 개념은 다릅니다."
"302","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","빛의 종류에 따른 에너지 비교로 옳은 것은?","가시광선이 자외선보다 에너지가 크다.","적외선이 가시광선보다 에너지가 크다.","자외선이 적외선보다 에너지가 크다.","감마선은 에너지가 매우 작아 인체에 무해하다.","3","전자기파의 에너지는 진동수가 클수록 큽니다. 진동수 순: 적외선 < 가시광선 < 자외선 < 감마선. 따라서 자외선은 적외선보다 에너지가 크고, 자외선의 화학작용·살균 소독이 가능합니다. 감마선은 에너지가 매우 커 인체에 위험합니다."
"303","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","같은 종류의 자외선 램프를 1개 켠 경우와 2개 켠 경우에 대한 설명으로 옳은 것은?","램프 2개를 켜면 단위 시간 동안 더 많은 에너지가 들어가므로 빛이 더 세다고 한다.","램프 2개를 켜면 한 광자의 에너지가 두 배가 된다.","램프 2개를 켜면 빛의 진동수가 두 배가 된다.","램프 개수와 빛의 세기는 관계가 없다.","1","램프를 더 많이 켜면 단위 시간 동안 들어가는 에너지의 총량이 늘어나므로 빛의 ""세기""가 커집니다. 그러나 광자 한 개의 에너지(E = hf)나 빛의 진동수는 광원의 종류로 정해진 값이라 변하지 않습니다."
"304","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","광전 효과의 정의로 옳은 것은?","금속 표면이 빛을 모두 반사하는 현상","금속이 가열되어 빛을 내는 현상","금속 내부에서 전자가 움직이며 빛을 흡수하는 현상","금속 표면에 빛을 비추었을 때 전자가 튀어나오는 현상","4","광전 효과: 금속 표면에 일정 진동수 이상의 빛을 비추면 금속 표면에서 전자가 방출되는 현상입니다. (1887년 헤르츠가 발견, 1905년 아인슈타인이 광양자설로 설명)"
"305","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","광전 효과에서 '광전자'의 정의로 옳은 것은?","광전 효과에 의해 금속 표면에서 튀어나온 전자","광자(빛 알갱이) 그 자체","빛에 의해 발생한 양전하 입자","빛이 가속시킨 양성자","1","광전자는 광전 효과로 금속에서 튀어나온 전자를 말합니다. 광자(빛 알갱이) 자체와는 다른 개념입니다."
"306","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","광전 효과에 대한 설명으로 옳지 않은 것은?","광전자는 광전 효과로 인해 금속에서 튀어나온 전자이다.","광전 효과는 빛의 입자성을 보여주는 대표적인 현상이다.","광전 효과는 아인슈타인이 광양자설로 설명하였다.","광전 효과는 빛의 파동성으로 완전히 설명할 수 있다.","4","광전 효과는 빛을 파동으로 이해하면 설명할 수 없는 현상입니다. 빛을 입자(광자)의 흐름으로 보아야 설명 가능하며, 이것이 빛의 입자성의 증거입니다."
"307","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","빛을 파동으로 생각했을 때 광전 효과에 대해 예상되는 결과로 옳은 것은?","빛의 세기가 충분히 세면 진동수에 관계없이 광전자가 방출될 것이다.","빛의 진동수가 충분히 크면 세기에 관계없이 광전자가 방출될 것이다.","광전자의 운동 에너지는 빛의 진동수에만 의존할 것이다.","광전자는 절대로 방출되지 않을 것이다.","1","파동설로 보면 빛은 연속적인 에너지 전달이므로, 충분히 센 빛을 오래 비추면 진동수에 관계없이 광전자가 나올 거라 예상됩니다. 그러나 실제 결과는 다릅니다(한계 진동수 존재)."
"308","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","실제 광전 효과 실험에서, 비추는 빛의 진동수가 금속의 한계 진동수보다 작은 경우 일어나는 현상은?","광전자가 약간 방출된다.","빛의 세기가 아무리 세도 광전자가 방출되지 않는다.","광전자가 시간이 지나야 방출된다.","광전자의 운동 에너지가 매우 작아진다.","2","실제 광전 효과의 핵심 실험 결과 ①: 빛의 진동수가 금속의 한계 진동수보다 작으면, 아무리 센 빛을 비추어도 광전자가 방출되지 않습니다."
"309","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","실제 광전 효과 실험에서, 비추는 빛의 진동수가 한계 진동수보다 큰 경우 빛의 세기가 매우 약하다면 어떻게 되는가?","광전자가 전혀 방출되지 않는다.","오랜 시간이 지난 후에 광전자가 방출된다.","빛의 세기가 아무리 약해도 광전자가 즉시 방출된다.","광전자의 운동 에너지가 0이 된다.","3","실제 광전 효과의 핵심 실험 결과 ②: 진동수가 한계 진동수보다 크면, 빛의 세기가 아무리 약해도 광전자가 즉시(시간 지연 없이) 방출됩니다. 파동설로는 약한 빛은 에너지 축적에 시간이 걸려야 하는데 실제는 그렇지 않습니다."
"310","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ad","","파동설이 광전 효과 실험을 설명하지 못하는 이유로 옳지 않은 것은?","파동설은 세기가 세면 시간을 들여 에너지를 축적해 광전자가 나올 거라고 예상했지만, 실제는 한계 진동수 이하에서는 아무리 세도 광전자가 나오지 않는다.","파동설은 약한 빛에서도 진동수가 크면 광전자가 즉시 나올 거라고 예상했고, 실제 실험도 그렇게 나타났다.","파동설은 광전자의 최대 운동 에너지가 빛의 세기에 의해 결정될 거라 예상했지만, 실제로는 진동수에 의해 결정된다.","광전 효과의 실험 결과들은 빛이 연속적인 파동이라는 가정과 모순된다.","2","파동설은 약한 빛이 들어오면 에너지 축적에 시간이 걸려야 한다고 예상했지만, 실제 실험은 진동수가 한계 진동수보다 크면 빛이 약해도 광전자가 즉시 방출된다는 것을 보여 줍니다. 이는 파동설의 예상과 다른 결과입니다."
"311","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","광전 효과 실험에서 '한계 진동수'의 의미로 옳은 것은?","광전자가 튀어나올 수 있는 최소한의 빛의 진동수이다.","광전자가 튀어나올 수 있는 최대한의 빛의 진동수이다.","광전자의 최대 운동 에너지를 결정하는 진동수이다.","광전자의 개수를 결정하는 진동수이다.","1","한계 진동수(또는 문턱 진동수): 광전자가 방출될 수 있는 최소한의 빛의 진동수입니다. 이보다 작은 진동수에서는 아무리 센 빛을 비추어도 광전자가 나오지 않습니다."
"312","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","광전 효과에서 광전자의 최대 운동 에너지를 결정하는 요인으로 옳은 것은?","빛의 세기","빛이 비춰진 시간","금속의 종류만","빛의 진동수","4","광전자의 최대 운동 에너지는 빛의 진동수가 클수록 커집니다. 빛의 세기와는 관계가 없습니다. (E_k,max = hf − W, W는 일함수)"
"313","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","광전 효과에서 비추는 빛의 진동수는 그대로 두고 빛의 세기만 더 세게 했을 때 일어나는 변화로 옳은 것은?","광전자의 최대 운동 에너지가 커진다.","방출되는 광전자의 수가 많아진다.","한계 진동수가 작아진다.","광전자가 방출되지 않게 된다.","2","빛의 세기를 키우면 단위 시간당 들어가는 광자의 수가 많아지므로, 그만큼 방출되는 광전자의 수가 많아집니다. 광전자의 최대 운동 에너지는 진동수에만 의존하므로 변하지 않습니다."
"314","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","한계 진동수보다 큰 진동수의 빛을 비추는 광전 효과 실험에서, 빛의 진동수를 더 크게 했을 때 일어나는 변화로 옳은 것은? (빛의 세기는 일정)","방출되는 광전자의 수만 많아진다.","광전자의 최대 운동 에너지가 커진다.","광전자가 방출되지 않게 된다.","한계 진동수가 작아진다.","2","진동수가 커지면 광자 하나의 에너지(E = hf)가 커지므로, 그에 비례해 광전자의 최대 운동 에너지도 커집니다. (E_k,max = hf − W)"
"315","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ad","","같은 금속판에 두 가지 빛 A, B를 비추는 광전 효과 실험에서, A는 한계 진동수보다 진동수가 큰 빛이고, B는 한계 진동수보다 진동수가 작은 빛이다. B의 세기를 매우 크게 했을 때 결과로 옳은 것은?","광전자가 천천히 방출된다.","광전자의 운동 에너지가 매우 커진다.","B의 세기에 관계없이 광전자가 방출되지 않는다.","B의 세기가 매우 커지면 광전자가 방출된다.","3","빛의 진동수가 한계 진동수보다 작으면 빛의 세기에 관계없이 광전자가 방출되지 않습니다. 광전 효과의 핵심 실험 결과 중 하나로, 세기는 광전자 방출 ""여부""에 영향을 주지 못합니다."
"316","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ad","","광전 효과에서 다음 중 광전자의 ""수""를 늘리는 방법은? (빛의 진동수는 한계 진동수보다 크게 유지)","빛의 진동수를 더 크게 한다.","빛의 진동수를 더 작게 한다.","금속의 일함수를 키운다.","빛의 세기를 더 세게 한다.","4","광전자의 ""수""는 빛의 세기(단위 시간당 들어오는 광자의 수)에 비례합니다. 진동수를 바꾸는 것은 광전자의 운동 에너지에 영향을 줄 뿐이고, 일함수는 금속의 고유 성질입니다."
"317","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","아인슈타인의 광양자설에 대한 설명으로 옳은 것은?","빛은 오직 파동성만 가진다.","빛은 연속적인 파동이다.","빛은 입자처럼 행동하지 않는다.","빛은 광자라는 불연속적인 빛 알갱이의 흐름이다.","4","광양자설: 빛은 연속적인 파동이 아니라 광자(photon)라는 불연속적인 빛 알갱이(에너지 덩어리)의 흐름이다. 광자 하나의 에너지 E = hf 입니다."
"318","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","광자의 에너지 E와 진동수 f, 플랑크 상수 h의 관계식으로 옳은 것은?","E = h / f","E = hf","E = f / h","E = h + f","2","광자 하나가 가지는 에너지는 빛의 진동수에 비례합니다. E = hf. h = 6.626 × 10⁻³⁴ J·s (플랑크 상수)."
"319","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","광전 효과 실험 장치에서 금속판에서 방출된 광전자가 도달하는 곳은?","광원","스크린","양극(반대편 전극)","코일","3","광전 효과 실험에서는 빛을 비춘 금속판(음극)에서 광전자가 튀어나와 양극으로 끌려가며 회로에 전류를 흐르게 합니다. 전류계로 광전자의 수를 측정할 수 있습니다."
"320","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","광전 효과에서 '일함수'에 대한 설명으로 옳은 것은?","금속에서 전자 한 개를 떼어내는 데 필요한 최소한의 에너지로, 금속의 종류에 따라 정해진다.","빛의 진동수와 같은 의미이다.","광전자의 운동 에너지와 같은 양이다.","빛의 세기를 측정하는 단위이다.","1","일함수 W는 금속 표면에서 전자 하나를 떼어내는 데 필요한 최소한의 에너지이며, 금속의 종류마다 고유한 값을 갖습니다. (W = h × 한계진동수)"
"321","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ad","","광전 효과 실험에서 광전자의 최대 운동 에너지(E_k,max), 빛의 진동수(f), 금속의 일함수(W)의 관계식으로 옳은 것은?","E_k,max = hf × W","E_k,max = W − hf","E_k,max = hf − W","E_k,max = h + f − W","3","아인슈타인의 광전 효과 식: E_k,max = hf − W. 광자의 에너지(hf) 중 일함수(W) 만큼이 전자를 떼어내는 데 쓰이고, 남은 에너지가 광전자의 최대 운동 에너지가 됩니다."
"322","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","음(-)전하로 대전되어 금속박이 벌어져 있는 검전기의 아연판에 자외선을 비추었을 때 일어나는 변화로 옳은 것은? (아연의 한계 진동수가 자외선 이하라고 가정)","금속박이 더 크게 벌어진다.","금속박이 그대로 유지된다.","금속박의 색이 변한다.","금속박이 점점 오므라든다(닫힌다).","4","광전 효과로 아연판에서 광전자(음전하)가 튀어나가 검전기의 음전하가 줄어들므로, 금속박을 벌어지게 하던 척력이 약해져 금속박이 오므라듭니다."
"323","PHY","물리학","3","빛과 물질","1","빛의 이해","3","빛과 물질의 이중성 · 1차","","theory","ba","","음(-)전하로 대전된 검전기의 아연판에 가시광선(형광등 빛)을 비추었을 때 일어나는 변화로 옳은 것은?","변화가 없다(광전 효과가 일어나지 않으므로 금속박이 그대로).","금속박이 크게 벌어진다.","금속박이 천천히 오므라든다.","금속박이 빠르게 오므라든다.","1","가시광선의 진동수는 아연의 한계 진동수보다 작아 광전 효과가 일어나지 않습니다. 따라서 광전자가 방출되지 않아 금속박은 그대로 유지됩니다."
